image_name,tag
train_4460,0
train_4461,0
train_4462,0
train_4463,0
train_4464,5
train_4465,11
train_4466,5
train_4467,5
train_4468,0
train_4469,5
train_4470,6
train_4471,11
train_4472,0
train_4473,0
train_4474,0
train_4475,5
train_4476,6
train_4477,11
train_4478,5
train_4479,0
train_4480,10
train_4481,5
train_4482,5
train_4483,5
train_4484,10
train_4485,0
train_4486,5
train_4487,5
train_4488,6
train_4489,5
train_4490,10
train_4491,0
train_4492,5
train_4493,0
train_4494,5
train_4495,5
train_4496,10
train_4497,0
train_4498,0
train_4499,0
train_4500,5
train_4501,5
train_4502,5
train_4503,5
train_4504,0
train_4505,0
train_4506,5
train_4507,10
train_4508,0
train_4509,5
train_4510,5
train_4511,5
train_4512,11
train_4513,0
train_4514,5
train_4515,0
train_4516,5
train_4517,0
train_4518,0
train_4519,5
train_4520,5
train_4521,5
train_4522,5
train_4523,2
train_4524,0
train_4525,5
train_4526,0
train_4527,5
train_4528,5
train_4529,11
train_4530,0
train_4531,0
train_4532,5
train_4533,11
train_4534,6
train_4535,11
train_4536,11
train_4537,5
train_4538,0
train_4539,5
train_4540,0
train_4541,0
train_4542,5
train_4543,0
train_4544,0
train_4545,5
train_4546,5
train_4547,5
train_4548,0
train_4549,8
train_4550,5
train_4551,0
train_4552,11
train_4553,0
train_4554,11
train_4555,0
train_4556,11
train_4557,5
train_4558,0
train_4559,5
train_4560,0
train_4561,5
train_4562,5
train_4563,5
train_4564,5
train_4565,1
train_4566,0
train_4567,5
train_4568,5
train_4569,0
train_4570,5
train_4571,0
train_4572,5
train_4573,0
train_4574,0
train_4575,0
train_4576,0
train_4577,5
train_4578,11
train_4579,11
train_4580,0
train_4581,5
train_4582,0
train_4583,11
train_4584,0
train_4585,10
train_4586,0
train_4587,6
train_4588,2
train_4589,0
train_4590,5
train_4591,5
train_4592,6
train_4593,11
train_4594,0
train_4595,11
train_4596,5
train_4597,0
train_4598,0
train_4599,0
train_4600,5
train_4601,5
train_4602,0
train_4603,6
train_4604,0
train_4605,5
train_4606,5
train_4607,5
train_4608,0
train_4609,0
train_4610,5
train_4611,0
train_4612,0
train_4613,5
train_4614,5
train_4615,10
train_4616,5
train_4617,0
train_4618,5
train_4619,5
train_4620,5
train_4621,5
train_4622,5
train_4623,11
train_4624,10
train_4625,5
train_4626,6
train_4627,5
train_4628,6
train_4629,1
train_4630,1
train_4631,0
train_4632,0
train_4633,10
train_4634,5
train_4635,5
train_4636,5
train_4637,5
train_4638,5
train_4639,5
train_4640,5
train_4641,6
train_4642,0
train_4643,0
train_4644,0
train_4645,0
train_4646,0
train_4647,11
train_4648,0
train_4649,5
train_4650,5
train_4651,0
train_4652,0
train_4653,0
train_4654,0
train_4655,11
train_4656,6
train_4657,0
train_4658,6
train_4659,5
train_4660,5
train_4661,5
train_4662,5
train_4663,2
train_4664,11
train_4665,11
train_4666,0
train_4667,5
train_4668,5
train_4669,5
train_4670,5
train_4671,0
train_4672,5
train_4673,11
train_4674,8
train_4675,5
train_4676,0
train_4677,0
train_4678,11
train_4679,5
train_4680,3
train_4681,11
train_4682,0
train_4683,5
train_4684,0
train_4685,1
train_4686,0
train_4687,0
train_4688,10
train_4689,0
train_4690,5
train_4691,5
train_4692,5
train_4693,5
train_4694,5
train_4695,5
train_4696,5
train_4697,11
train_4698,5
train_4699,5
train_4700,11
train_4701,2
train_4702,11
train_4703,0
train_4704,5
train_4705,0
train_4706,0
train_4707,5
train_4708,0
train_4709,5
train_4710,5
train_4711,5
train_4712,0
train_4713,11
train_4714,5
train_4715,0
train_4716,5
train_4717,6
train_4718,5
train_4719,11
train_4720,0
train_4721,5
train_4722,0
train_4723,6
train_4724,3
train_4725,5
train_4726,11
train_4727,11
train_4728,2
train_4729,10
train_4730,11
train_4731,0
train_4732,0
train_4733,10
train_4734,5
train_4735,11
train_4736,0
train_4737,5
train_4738,5
train_4739,5
train_4740,8
train_4741,5
train_4742,5
train_4743,0
train_4744,11
train_4745,11
train_4746,10
train_4747,5
train_4748,0
train_4749,0
train_4750,0
train_4751,5
train_4752,5
train_4753,0
train_4754,5
train_4755,0
train_4756,5
train_4757,11
train_4758,6
train_4759,5
train_4760,5
train_4761,5
train_4762,5
train_4763,5
train_4764,5
train_4765,5
train_4766,6
train_4767,10
train_4768,5
train_4769,11
train_4770,5
train_4771,11
train_4772,5
train_4773,11
train_4774,5
train_4775,0
train_4776,5
train_4777,5
train_4778,0
train_4779,5
train_4780,5
train_4781,5
train_4782,5
train_4783,5
train_4784,5
train_4785,11
train_4786,0
train_4787,5
train_4788,6
train_4789,5
train_4790,5
train_4791,0
train_4792,0
train_4793,5
train_4794,0
train_4795,0
train_4796,0
train_4797,5
train_4798,5
train_4799,11
train_4800,0
train_4801,5
train_4802,5
train_4803,10
train_4804,5
train_4805,5
train_4806,0
train_4807,11
train_4808,0
train_4809,6
train_4810,0
train_4811,5
train_4812,11
train_4813,5
train_4814,5
train_4815,0
train_4816,0
train_4817,5
train_4818,0
train_4819,5
train_4820,0
train_4821,0
train_4822,4
train_4823,5
train_4824,10
train_4825,5
train_4826,5
train_4827,10
train_4828,9
train_4829,0
train_4830,5
train_4831,5
train_4832,0
train_4833,11
train_4834,6
train_4835,5
train_4836,5
train_4837,0
train_4838,0
train_4839,0
train_4840,5
train_4841,5
train_4842,5
train_4843,6
train_4844,11
train_4845,0
train_4846,11
train_4847,11
train_4848,5
train_4849,0
train_4850,4
train_4851,5
train_4852,0
train_4853,5
train_4854,11
train_4855,5
train_4856,11
train_4857,0
train_4858,0
train_4859,11
train_4860,5
train_4861,5
train_4862,5
train_4863,11
train_4864,5
train_4865,5
train_4866,0
train_4867,6
train_4868,0
train_4869,0
train_4870,10
train_4871,5
train_4872,5
train_4873,6
train_4874,0
train_4875,10
train_4876,11
train_4877,0
train_4878,11
train_4879,5
train_4880,11
train_4881,5
train_4882,5
train_4883,11
train_4884,0
train_4885,6
train_4886,2
train_4887,5
train_4888,5
train_4889,5
train_4890,5
train_4891,9
train_4892,0
train_4893,0
train_4894,0
train_4895,0
train_4896,6
train_4897,0
train_4898,0
train_4899,0
train_4900,5
train_4901,11
train_4902,5
train_4903,0
train_4904,0
train_4905,0
train_4906,0
train_4907,5
train_4908,5
train_4909,11
train_4910,10
train_4911,0
train_4912,5
train_4913,1
train_4914,0
train_4915,5
train_4916,5
train_4917,5
train_4918,11
train_4919,5
train_4920,0
train_4921,8
train_4922,0
train_4923,6
train_4924,5
train_4925,3
train_4926,5
train_4927,0
train_4928,5
train_4929,11
train_4930,0
train_4931,5
train_4932,0
train_4933,5
train_4934,0
train_4935,5
train_4936,0
train_4937,5
train_4938,5
train_4939,5
train_4940,5
train_4941,5
train_4942,11
train_4943,5
train_4944,5
train_4945,0
train_4946,5
train_4947,0
train_4948,5
train_4949,0
train_4950,5
train_4951,11
train_4952,6
train_4953,5
train_4954,0
train_4955,11
train_4956,0
train_4957,0
train_4958,0
train_4959,3
train_4960,10
train_4961,11
train_4962,0
train_4963,3
train_4964,0
train_4965,5
train_4966,5
train_4967,11
train_4968,0
train_4969,0
train_4970,5
train_4971,5
train_4972,5
train_4973,10
train_4974,11
train_4975,5
train_4976,5
train_4977,5
train_4978,5
train_4979,5
train_4980,5
train_4981,0
train_4982,5
train_4983,11
train_4984,5
train_4985,0
train_4986,3
train_4987,5
train_4988,5
train_4989,5
train_4990,5
train_4991,11
train_4992,5
train_4993,11
train_4994,0
train_4995,0
train_4996,5
train_4997,5
train_4998,6
train_4999,0
train_5000,0
train_5001,0
train_5002,11
train_5003,5
train_5004,5
train_5005,5
train_5006,5
train_5007,5
train_5008,11
train_5009,0
train_5010,6
train_5011,5
train_5012,5
train_5013,0
train_5014,5
train_5015,5
train_5016,5
train_5017,11
train_5018,0
train_5019,5
train_5020,11
train_5021,6
train_5022,9
train_5023,5
train_5024,5
train_5025,6
train_5026,0
train_5027,5
train_5028,0
train_5029,5
train_5030,5
train_5031,11
train_5032,6
train_5033,0
train_5034,11
train_5035,11
train_5036,0
train_5037,5
train_5038,5
train_5039,5
train_5040,10
train_5041,5
train_5042,0
train_5043,5
train_5044,5
train_5045,0
train_5046,5
train_5047,6
train_5048,5
train_5049,5
train_5050,3
train_5051,0
train_5052,5
train_5053,10
train_5054,11
train_5055,5
train_5056,0
train_5057,0
train_5058,5
train_5059,5
train_5060,11
train_5061,5
train_5062,5
train_5063,5
train_5064,0
train_5065,0
train_5066,11
train_5067,5
train_5068,0
train_5069,11
train_5070,11
train_5071,10
train_5072,0
train_5073,5
train_5074,11
train_5075,0
train_5076,5
train_5077,0
train_5078,5
train_5079,0
train_5080,5
train_5081,0
train_5082,0
train_5083,11
train_5084,5
train_5085,5
train_5086,5
train_5087,0
train_5088,0
train_5089,5
train_5090,5
train_5091,5
train_5092,0
train_5093,11
train_5094,0
train_5095,5
train_5096,3
train_5097,0
train_5098,5
train_5099,5
train_5100,0
train_5101,5
train_5102,0
train_5103,0
train_5104,5
train_5105,5
train_5106,0
train_5107,0
train_5108,5
train_5109,5
train_5110,2
train_5111,2
train_5112,5
train_5113,5
train_5114,11
train_5115,5
train_5116,5
train_5117,5
train_5118,5
train_5119,6
train_5120,5
train_5121,0
train_5122,5
train_5123,5
train_5124,5
train_5125,0
train_5126,5
train_5127,11
train_5128,5
train_5129,5
train_5130,5
train_5131,11
train_5132,11
train_5133,5
train_5134,5
train_5135,5
train_5136,5
train_5137,5
train_5138,5
train_5139,0
train_5140,0
train_5141,0
train_5142,0
train_5143,11
train_5144,5
train_5145,0
train_5146,5
train_5147,6
train_5148,0
train_5149,5
train_5150,6
train_5151,0
train_5152,5
train_5153,8
train_5154,0
train_5155,0
train_5156,0
train_5157,0
train_5158,0
train_5159,0
train_5160,0
train_5161,11
train_5162,11
train_5163,5
train_5164,5
train_5165,11
train_5166,0
train_5167,5
train_5168,0
train_5169,11
train_5170,0
train_5171,5
train_5172,5
train_5173,5
train_5174,0
train_5175,1
train_5176,11
train_5177,5
train_5178,1
train_5179,0
train_5180,6
train_5181,10
train_5182,5
train_5183,5
train_5184,0
train_5185,0
train_5186,5
train_5187,0
train_5188,5
train_5189,0
train_5190,11
train_5191,0
train_5192,11
train_5193,5
train_5194,0
train_5195,0
train_5196,5
train_5197,5
train_5198,0
train_5199,5
train_5200,11
train_5201,5
train_5202,5
train_5203,0
train_5204,0
train_5205,2
train_5206,6
train_5207,5
train_5208,5
train_5209,0
train_5210,5
train_5211,11
train_5212,5
train_5213,5
train_5214,5
train_5215,2
train_5216,6
train_5217,0
train_5218,5
train_5219,5
train_5220,6
train_5221,11
train_5222,5
train_5223,5
train_5224,6
train_5225,5
train_5226,10
train_5227,0
train_5228,10
train_5229,0
train_5230,5
train_5231,0
train_5232,0
train_5233,11
train_5234,5
train_5235,6
train_5236,5
train_5237,11
train_5238,11
train_5239,2
train_5240,11
train_5241,0
train_5242,5
train_5243,5
train_5244,0
train_5245,0
train_5246,0
train_5247,5
train_5248,0
train_5249,0
train_5250,0
train_5251,0
train_5252,5
train_5253,11
train_5254,11
train_5255,5
train_5256,0
train_5257,6
train_5258,0
train_5259,11
train_5260,11
train_5261,11
train_5262,5
train_5263,5
train_5264,0
train_5265,5
train_5266,5
train_5267,5
train_5268,11
train_5269,5
train_5270,5
train_5271,10
train_5272,10
train_5273,0
train_5274,5
train_5275,5
train_5276,10
train_5277,5
train_5278,0
train_5279,5
train_5280,10
train_5281,5
train_5282,5
train_5283,5
train_5284,0
train_5285,0
train_5286,5
train_5287,0
train_5288,0
train_5289,0
train_5290,0
train_5291,11
train_5292,5
train_5293,5
train_5294,6
train_5295,0
train_5296,5
train_5297,5
train_5298,0
train_5299,0
train_5300,10
train_5301,5
train_5302,10
train_5303,5
train_5304,0
train_5305,0
train_5306,10
train_5307,0
train_5308,5
train_5309,5
train_5310,0
train_5311,0
train_5312,1
train_5313,0
train_5314,11
train_5315,5
train_5316,0
train_5317,5
train_5318,0
train_5319,0
train_5320,11
train_5321,0
train_5322,0
train_5323,5
train_5324,11
train_5325,6
train_5326,0
train_5327,0
train_5328,5
train_5329,5
train_5330,0
train_5331,5
train_5332,5
train_5333,0
train_5334,0
train_5335,5
train_5336,5
train_5337,11
train_5338,5
train_5339,5
train_5340,0
train_5341,0
train_5342,0
train_5343,0
train_5344,0
train_5345,5
train_5346,6
train_5347,0
train_5348,0
train_5349,11
train_5350,3
train_5351,5
train_5352,11
train_5353,0
train_5354,5
train_5355,5
train_5356,0
train_5357,5
train_5358,5
train_5359,5
train_5360,0
train_5361,5
train_5362,5
train_5363,0
train_5364,0
train_5365,0
train_5366,5
train_5367,11
train_5368,6
train_5369,0
train_5370,0
train_5371,10
train_5372,11
train_5373,11
train_5374,0
train_5375,11
train_5376,5
train_5377,5
train_5378,0
train_5379,5
train_5380,2
train_5381,0
train_5382,5
train_5383,0
train_5384,5
train_5385,0
train_5386,5
train_5387,0
train_5388,0
train_5389,5
train_5390,5
train_5391,6
train_5392,5
train_5393,5
train_5394,5
train_5395,5
train_5396,5
train_5397,5
train_5398,0
train_5399,0
train_5400,5
train_5401,0
train_5402,0
train_5403,0
train_5404,11
train_5405,5
train_5406,5
train_5407,0
train_5408,0
train_5409,5
train_5410,0
train_5411,0
train_5412,5
train_5413,5
train_5414,5
train_5415,0
train_5416,0
train_5417,5
train_5418,5
train_5419,10
train_5420,10
train_5421,11
train_5422,0
train_5423,5
train_5424,10
train_5425,5
train_5426,0
train_5427,10
train_5428,5
train_5429,0
train_5430,0
train_5431,10
train_5432,0
train_5433,5
train_5434,5
train_5435,0
train_5436,5
train_5437,5
train_5438,11
train_5439,5
train_5440,0
train_5441,5
train_5442,5
train_5443,5
train_5444,0
train_5445,0
train_5446,5
train_5447,0
train_5448,3
train_5449,5
train_5450,0
train_5451,5
train_5452,5
train_5453,5
train_5454,5
train_5455,11
train_5456,10
train_5457,0
train_5458,6
train_5459,0
train_5460,0
train_5461,0
train_5462,0
train_5463,5
train_5464,5
train_5465,0
train_5466,0
train_5467,5
train_5468,5
train_5469,5
train_5470,5
train_5471,0
train_5472,5
train_5473,0
train_5474,5
train_5475,5
train_5476,5
train_5477,10
train_5478,5
train_5479,5
train_5480,5
train_5481,0
train_5482,5
train_5483,0
train_5484,5
train_5485,0
train_5486,5
train_5487,0
train_5488,0
train_5489,0
train_5490,0
train_5491,0
train_5492,0
train_5493,5
train_5494,5
train_5495,5
train_5496,0
train_5497,11
train_5498,0
train_5499,5
train_5500,5
train_5501,11
train_5502,0
train_5503,11
train_5504,5
train_5505,5
train_5506,5
train_5507,11
train_5508,5
train_5509,5
train_5510,0
train_5511,5
train_5512,4
train_5513,0
train_5514,11
train_5515,0
train_5516,5
train_5517,11
train_5518,5
train_5519,0
train_5520,5
train_5521,5
train_5522,5
train_5523,5
train_5524,0
train_5525,5
train_5526,5
train_5527,5
train_5528,5
train_5529,5
train_5530,5
train_5531,0
train_5532,11
train_5533,0
train_5534,0
train_5535,0
train_5536,0
train_5537,5
train_5538,10
train_5539,0
train_5540,5
train_5541,6
train_5542,5
train_5543,6
train_5544,0
train_5545,0
train_5546,5
train_5547,5
train_5548,6
train_5549,4
train_5550,0
train_5551,5
train_5552,5
train_5553,5
train_5554,0
train_5555,11
train_5556,5
train_5557,6
train_5558,0
train_5559,11
train_5560,11
train_5561,11
train_5562,5
train_5563,11
train_5564,11
train_5565,0
train_5566,8
train_5567,0
train_5568,5
train_5569,11
train_5570,5
train_5571,5
train_5572,6
train_5573,0
train_5574,5
train_5575,5
train_5576,5
train_5577,5
train_5578,5
train_5579,5
train_5580,5
train_5581,0
train_5582,5
train_5583,0
train_5584,0
train_5585,10
train_5586,11
train_5587,5
train_5588,5
train_5589,5
train_5590,5
train_5591,5
train_5592,5
train_5593,5
train_5594,5
train_5595,5
train_5596,0
train_5597,5
train_5598,5
train_5599,5
train_5600,0
train_5601,0
train_5602,5
train_5603,5
train_5604,5
train_5605,5
train_5606,5
train_5607,0
train_5608,11
train_5609,0
train_5610,11
train_5611,5
train_5612,0
train_5613,5
train_5614,5
train_5615,0
train_5616,5
train_5617,5
train_5618,5
train_5619,5
train_5620,0
train_5621,5
train_5622,5
train_5623,5
train_5624,0
train_5625,6
train_5626,5
train_5627,5
train_5628,4
train_5629,10
train_5630,5
train_5631,11
train_5632,5
train_5633,5
train_5634,0
train_5635,1
train_5636,0
train_5637,5
train_5638,11
train_5639,5
train_5640,5
train_5641,5
train_5642,0
train_5643,11
train_5644,5
train_5645,0
train_5646,5
train_5647,5
train_5648,6
train_5649,10
train_5650,5
train_5651,5
train_5652,5
train_5653,1
train_5654,5
train_5655,5
train_5656,5
train_5657,5
train_5658,5
train_5659,10
train_5660,0
train_5661,5
train_5662,11
train_5663,5
train_5664,5
train_5665,10
train_5666,11
train_5667,5
train_5668,11
train_5669,11
train_5670,6
train_5671,0
train_5672,0
train_5673,0
train_5674,5
train_5675,6
train_5676,5
train_5677,11
train_5678,5
train_5679,0
train_5680,6
train_5681,11
train_5682,5
train_5683,11
train_5684,8
train_5685,11
train_5686,5
train_5687,0
train_5688,0
train_5689,0
train_5690,5
train_5691,0
train_5692,0
train_5693,11
train_5694,11
train_5695,4
train_5696,0
train_5697,0
train_5698,10
train_5699,5
train_5700,0
train_5701,0
train_5702,0
train_5703,5
train_5704,5
train_5705,0
train_5706,2
train_5707,5
train_5708,5
train_5709,10
train_5710,5
train_5711,10
train_5712,5
train_5713,5
train_5714,6
train_5715,0
train_5716,5
train_5717,5
train_5718,5
train_5719,5
train_5720,5
train_5721,0
train_5722,0
train_5723,5
train_5724,5
train_5725,5
train_5726,5
train_5727,5
train_5728,11
train_5729,0
train_5730,0
train_5731,11
train_5732,5
train_5733,5
train_5734,5
train_5735,5
train_5736,5
train_5737,5
train_5738,5
train_5739,3
train_5740,8
train_5741,0
train_5742,5
train_5743,0
train_5744,5
train_5745,5
train_5746,5
train_5747,5
train_5748,5
train_5749,5
train_5750,6
train_5751,0
train_5752,5
train_5753,11
train_5754,2
train_5755,1
train_5756,5
train_5757,5
train_5758,5
train_5759,5
train_5760,5
train_5761,5
train_5762,0
train_5763,11
train_5764,11
train_5765,5
train_5766,0
train_5767,0
train_5768,5
train_5769,0
train_5770,5
train_5771,5
train_5772,10
train_5773,5
train_5774,10
train_5775,5
train_5776,5
train_5777,11
train_5778,5
train_5779,11
train_5780,6
train_5781,0
train_5782,0
train_5783,5
train_5784,11
train_5785,0
train_5786,0
train_5787,5
train_5788,10
train_5789,5
train_5790,5
train_5791,0
train_5792,10
train_5793,5
train_5794,0
train_5795,0
train_5796,5
train_5797,5
train_5798,0
train_5799,0
train_5800,11
train_5801,10
train_5802,1
train_5803,6
train_5804,5
train_5805,5
train_5806,0
train_5807,10
train_5808,5
train_5809,1
train_5810,5
train_5811,5
train_5812,5
train_5813,5
train_5814,0
train_5815,5
train_5816,5
train_5817,0
train_5818,5
train_5819,5
train_5820,5
train_5821,0
train_5822,5
train_5823,5
train_5824,5
train_5825,0
train_5826,0
train_5827,5
train_5828,6
train_5829,5
train_5830,11
train_5831,0
train_5832,0
train_5833,5
train_5834,5
train_5835,5
train_5836,5
train_5837,5
train_5838,0
train_5839,5
train_5840,5
train_5841,0
train_5842,5
train_5843,5
train_5844,5
train_5845,5
train_5846,5
train_5847,10
train_5848,0
train_5849,0
train_5850,0
train_5851,0
train_5852,5
train_5853,5
train_5854,5
train_5855,5
train_5856,5
train_5857,0
train_5858,10
train_5859,5
train_5860,0
train_5861,5
train_5862,5
train_5863,5
train_5864,5
train_5865,7
train_5866,0
train_5867,5
train_5868,0
train_5869,5
train_5870,5
train_5871,11
train_5872,11
train_5873,0
train_5874,5
train_5875,5
train_5876,6
train_5877,5
train_5878,5
train_5879,5
train_5880,5
train_5881,6
train_5882,0
train_5883,5
train_5884,0
train_5885,5
train_5886,11
train_5887,5
train_5888,0
train_5889,0
train_5890,5
train_5891,10
train_5892,5
train_5893,5
train_5894,3
train_5895,11
train_5896,0
train_5897,0
train_5898,0
train_5899,5
train_5900,0
train_5901,5
train_5902,0
train_5903,5
train_5904,0
train_5905,0
train_5906,0
train_5907,5
train_5908,5
train_5909,11
train_5910,0
train_5911,5
train_5912,5
train_5913,11
train_5914,0
train_5915,5
train_5916,5
train_5917,5
train_5918,0
train_5919,5
train_5920,0
train_5921,0
train_5922,5
train_5923,5
train_5924,5
train_5925,6
train_5926,0
train_5927,5
train_5928,0
train_5929,0
train_5930,0
train_5931,5
train_5932,11
train_5933,5
train_5934,5
train_5935,0
train_5936,6
train_5937,0
train_5938,5
train_5939,8
train_5940,0
train_5941,0
train_5942,0
train_5943,0
train_5944,5
train_5945,5
train_5946,11
train_5947,10
train_5948,5
train_5949,6
train_5950,5
train_5951,5
train_5952,0
train_5953,11
train_5954,0
train_5955,6
train_5956,0
train_5957,0
train_5958,5
train_5959,0
train_5960,2
train_5961,5
train_5962,0
train_5963,0
train_5964,11
train_5965,5
train_5966,11
train_5967,6
train_5968,5
train_5969,11
train_5970,5
train_5971,8
train_5972,10
train_5973,5
train_5974,5
train_5975,6
train_5976,0
train_5977,0
train_5978,11
train_5979,5
train_5980,5
train_5981,6
train_5982,5
train_5983,11
train_5984,0
train_5985,6
train_5986,5
train_5987,5
train_5988,11
train_5989,5
train_5990,0
train_5991,0
train_5992,5
train_5993,5
train_5994,2
train_5995,5
train_5996,0
train_5997,5
train_5998,1
train_5999,5
train_6000,5
train_6001,0
train_6002,0
train_6003,0
train_6004,11
train_6005,0
train_6006,6
train_6007,5
train_6008,5
train_6009,6
train_6010,5
train_6011,5
train_6012,5
train_6013,5
train_6014,0
train_6015,5
train_6016,5
train_6017,5
train_6018,0
train_6019,0
train_6020,5
train_6021,0
train_6022,5
train_6023,5
train_6024,0
train_6025,5
train_6026,2
train_6027,0
train_6028,11
train_6029,0
train_6030,0
train_6031,0
train_6032,0
train_6033,5
train_6034,0
train_6035,0
train_6036,5
train_6037,0
train_6038,5
train_6039,5
train_6040,0
train_6041,6
train_6042,0
train_6043,2
train_6044,3
train_6045,2
train_6046,0
train_6047,5
train_6048,5
train_6049,5
train_6050,10
train_6051,0
train_6052,0
train_6053,5
train_6054,6
train_6055,11
train_6056,11
train_6057,5
train_6058,0
train_6059,11
train_6060,0
train_6061,0
train_6062,0
train_6063,1
train_6064,0
train_6065,5
train_6066,5
train_6067,5
train_6068,6
train_6069,0
train_6070,0
train_6071,0
train_6072,0
train_6073,6
train_6074,5
train_6075,5
train_6076,0
train_6077,0
train_6078,0
train_6079,6
train_6080,11
train_6081,11
train_6082,5
train_6083,5
train_6084,0
train_6085,10
train_6086,5
train_6087,0
train_6088,5
train_6089,5
train_6090,5
train_6091,0
train_6092,5
train_6093,6
train_6094,5
train_6095,0
train_6096,6
train_6097,0
train_6098,11
train_6099,0
train_6100,0
train_6101,0
train_6102,0
train_6103,5
train_6104,11
train_6105,6
train_6106,0
train_6107,0
train_6108,11
train_6109,5
train_6110,0
train_6111,5
train_6112,5
train_6113,5
train_6114,0
train_6115,5
train_6116,0
train_6117,5
train_6118,0
train_6119,11
train_6120,0
train_6121,5
train_6122,5
train_6123,5
train_6124,5
train_6125,10
train_6126,5
train_6127,5
train_6128,5
train_6129,5
train_6130,0
train_6131,0
train_6132,0
train_6133,9
train_6134,0
train_6135,6
train_6136,5
train_6137,5
train_6138,5
train_6139,10
train_6140,5
train_6141,3
train_6142,5
train_6143,5
train_6144,5
train_6145,5
train_6146,2
train_6147,0
train_6148,0
train_6149,2
train_6150,5
train_6151,5
train_6152,0
train_6153,11
train_6154,0
train_6155,3
train_6156,11
train_6157,0
train_6158,11
train_6159,0
train_6160,5
train_6161,0
train_6162,0
train_6163,0
train_6164,6
train_6165,5
train_6166,0
train_6167,11
train_6168,5
train_6169,0
train_6170,5
train_6171,11
train_6172,11
train_6173,0
train_6174,1
train_6175,0
train_6176,5
train_6177,0
train_6178,5
train_6179,11
train_6180,10
train_6181,5
train_6182,0
train_6183,0
train_6184,0
train_6185,10
train_6186,5
train_6187,5
train_6188,5
train_6189,5
train_6190,5
train_6191,0
train_6192,6
train_6193,11
train_6194,5
train_6195,5
train_6196,0
train_6197,5
train_6198,5
train_6199,0
train_6200,0
train_6201,0
train_6202,5
train_6203,0
train_6204,5
train_6205,10
train_6206,0
train_6207,5
train_6208,5
train_6209,0
train_6210,5
train_6211,0
train_6212,11
train_6213,2
train_6214,5
train_6215,10
train_6216,0
train_6217,5
train_6218,0
train_6219,5
train_6220,11
train_6221,0
train_6222,0
train_6223,5
train_6224,0
train_6225,5
train_6226,0
train_6227,5
train_6228,0
train_6229,5
train_6230,0
train_6231,0
train_6232,11
train_6233,5
train_6234,5
train_6235,0
train_6236,5
train_6237,5
train_6238,10
train_6239,10
train_6240,5
train_6241,5
train_6242,5
train_6243,0
train_6244,10
train_6245,0
train_6246,11
train_6247,5
train_6248,11
train_6249,0
train_6250,0
train_6251,6
train_6252,11
train_6253,5
train_6254,11
train_6255,6
train_6256,5
train_6257,5
train_6258,2
train_6259,5
train_6260,4
train_6261,0
train_6262,6
train_6263,5
train_6264,0
train_6265,5
train_6266,11
train_6267,4
train_6268,0
train_6269,5
train_6270,0
train_6271,5
train_6272,11
train_6273,11
train_6274,6
train_6275,5
train_6276,5
train_6277,5
train_6278,5
train_6279,6
train_6280,10
train_6281,0
train_6282,11
train_6283,5
train_6284,5
train_6285,5
train_6286,5
train_6287,5
train_6288,10
train_6289,5
train_6290,5
train_6291,5
train_6292,5
train_6293,0
train_6294,0
train_6295,5
train_6296,11
train_6297,5
train_6298,0
train_6299,0
train_6300,5
train_6301,5
train_6302,5
train_6303,5
train_6304,5
train_6305,6
train_6306,6
train_6307,5
train_6308,5
train_6309,5
train_6310,0
train_6311,0
train_6312,0
train_6313,11
train_6314,5
train_6315,5
train_6316,5
train_6317,0
train_6318,5
train_6319,5
train_6320,5
train_6321,11
train_6322,5
train_6323,5
train_6324,0
train_6325,0
train_6326,0
train_6327,5
train_6328,5
train_6329,0
train_6330,5
train_6331,5
train_6332,0
train_6333,5
train_6334,5
train_6335,0
train_6336,0
train_6337,5
train_6338,5
train_6339,6
train_6340,0
train_6341,0
train_6342,5
train_6343,0
train_6344,5
train_6345,5
train_6346,5
train_6347,0
train_6348,0
train_6349,0
train_6350,5
train_6351,5
train_6352,0
train_6353,0
train_6354,11
train_6355,11
train_6356,0
train_6357,7
train_6358,11
train_6359,11
train_6360,5
train_6361,10
train_6362,5
train_6363,5
train_6364,0
train_6365,5
train_6366,5
train_6367,11
train_6368,0
train_6369,1
train_6370,5
train_6371,5
train_6372,5
train_6373,0
train_6374,11
train_6375,5
train_6376,10
train_6377,10
train_6378,11
train_6379,11
train_6380,5
train_6381,0
train_6382,11
train_6383,5
train_6384,5
train_6385,0
train_6386,0
train_6387,5
train_6388,5
train_6389,5
train_6390,5
train_6391,5
train_6392,0
train_6393,8
train_6394,5
train_6395,11
train_6396,5
train_6397,0
train_6398,11
train_6399,0
train_6400,5
train_6401,5
train_6402,5
train_6403,5
train_6404,5
train_6405,0
train_6406,11
train_6407,5
train_6408,0
train_6409,11
train_6410,5
train_6411,5
train_6412,0
train_6413,5
train_6414,11
train_6415,0
train_6416,5
train_6417,0
train_6418,0
train_6419,0
train_6420,0
train_6421,0
train_6422,5
train_6423,11
train_6424,0
train_6425,5
train_6426,0
train_6427,0
train_6428,3
train_6429,5
train_6430,5
train_6431,0
train_6432,5
train_6433,5
train_6434,5
train_6435,5
train_6436,5
train_6437,5
train_6438,6
train_6439,5
train_6440,5
train_6441,10
train_6442,5
train_6443,10
train_6444,5
train_6445,0
train_6446,5
train_6447,5
train_6448,0
train_6449,10
train_6450,0
train_6451,5
train_6452,11
train_6453,5
train_6454,11
train_6455,5
train_6456,9
train_6457,0
train_6458,5
